Numero,Nombre,Descripcion,Altura,Peso,Categoria,Tipo Primario,Tipo Secundario
369,Relicanth,"Relicanth pertenece a una especie de Pokémon que lleva millones de años sin cambiar de forma. Este ancestral Pokémon se alimenta de microorganismos por la boca desdentada que tiene.",1.0 m,23.4 kg,Longevo,Agua,Roca
370,Luvdisc,"Luvdisc vive en aguas tropicales poco profundas. Este Pokémon con forma de corazón se ha ganado la reputación que tiene por ir nadando detrás de las parejas de enamorados que veía entre las olas del océano.",0.6 m,8.7 kg,Cita,Agua,
371,Bagon,"Bagon sueña con poder pasar un día volando por el cielo. En vanos intentos por volar, ha llegado a tirarse desde riscos. Como resultado de estas caídas en picado, se le ha puesto la cabeza dura como las piedras.",0.6 m,42.1 kg,Cabeza Roca,Dragón,
372,Shelgon,"Dentro de la capa acorazada de Shelgon, las células están en pleno proceso de creación de un cuerpo nuevo. El peso de la coraza le hace tener unos movimientos lentos.",1.1 m,110.5 kg,Resistencia,Dragón,
373,Salamence,"Salamence surgió del profundo deseo de tener alas. Dicen que este fuerte deseo fue lo que causó la repentina mutación de las células y el crecimiento de las alas.",1.8 m,112.6 kg,Dragón,Dragón,Volador
374,Beldum,"En lugar de sangre, Beldum tiene una poderosa fuerza magnética corriéndole por las venas. Este Pokémon se comunica enviando controlados impulsos magnéticos.",0.6 m,95.2 kg,Bola Hierro,Acero,Psíquico
375,Metang,"Cuando dos Beldum se fusionan, forman un Metang. Los cerebros de los Beldum se unen mediante un sistema nervioso magnético y generan potente energía psicoquinética.",1.2 m,202.5 kg,Garrahierro,Acero,Psíquico
376,Metagross,"Metagross tiene cuatro cerebros en total que, combinados, son capaces de resolver cálculos complicados más rápido que el mejor ordenador que haya. Metagross puede flotar en el aire si mete las patas hacia adentro.",2.5 m,942.9 kg,Pata Hierro,Acero,Psíquico
377,Regirock,"A Regirock lo mantuvieron encerrado y aislado hace tiempo. Dicen que, si resulta dañado en combate, se pone él mismo a buscar piedras parecidas a las suyas y se las pone para recomponerse.",1.7 m,230.0 kg,Pico Roca,Roca,
378,Regice,"Regice surgió durante la edad de hielo. El cuerpo de este Pokémon está totalmente congelado, ni siquiera el fuego puede derretirlo. Regice libera y regula un aire gélido de -200 °C.",1.8 m,175.0 kg,Iceberg,Hielo,
379,Registeel,"No hay metal que supere en dureza el cuerpo de Registeel, que tiene aspecto de estar hueco. Nadie sabe de qué se alimenta este Pokémon.",1.9 m,205.0 kg,Hierro,Acero,
380,Latias,"Latias es muy sensible a los sentimientos de la gente. Si detecta algún ápice de hostilidad, desplegará las plumas que tiene por todo el cuerpo y se pondrá a chillar para intimidar al enemigo.",1.8 m,52.0 kg,Eón,Dragón,Psíquico
381,Latios,"Latios tiene la habilidad de hacer que los demás vean algo que él ha visto o imaginado. Este Pokémon es muy inteligente. Es capaz de entender el lenguaje humano.",2.3 m,70.0 kg,Eón,Dragón,Psíquico
382,Kyogre,"Kyogre se sirve de la energía de la naturaleza para realizar su Regresión Primigenia y recobrar su apariencia primitiva. Con tal poder, puede desencadenar tempestades para expandir los océanos.",9.8 m,430.0 kg,Cuenca Mar,Agua,Agua
383,Groudon,"A Groudon siempre se le ha descrito como el Pokémon que expandió los continentes. Varias leyendas cuentan que libró combates contra Kyogre en repetidas ocasiones para tener el control de la energía de la naturaleza.",5.0 m,999.7 kg,Continente,Tierra,Fuego
384,Rayquaza,"Dicen que Rayquaza ha vivido durante millones de años. Las leyendas cuentan que puso fin al continuo enfrentamiento entre Groudon y Kyogre.",10.8 m,392.0 kg,Cielo,Dragón,Volador
385,Jirachi,"Cuenta la leyenda que Jirachi hará realidad cualquier deseo que se le escriba en las notas que lleva en la cabeza cuando las lea tras salir de su letargo. Si este Pokémon siente peligro, luchará sin haber llegado a despertarse.",0.3 m,1.1 kg,Deseo,Acero,Psíquico
386,Deoxys,"Tras estar expuesto a un rayo láser, el ADN de un virus espacial sufrió una mutación y dio origen a Deoxys. Según parece, el órgano cristalino que este Pokémon tiene en el torso es el cerebro.",1.7 m,60.8 kg,ADN,Psíquico,Psíquico
387,Turtwig,"Realiza la fotosíntesis al bañarle los rayos de sol. Su concha está formada por tierra endurecida.",0.4 m,10.2 kg,Hojita,Planta,
388,Grotle,"Vive en los bosques cerca del agua. Por el día, sale a que les dé el sol a las plantas de su espalda.",1.1 m,97.0 kg,Arboleda,Planta,
389,Torterra,"Las gentes de antaño creían que el planeta se sustentaba en la espalda de un gran Torterra.",2.2 m,310.0 kg,Continente,Planta,Tierra
390,Chimchar,"El gas de su panza alimenta el fuego de su parte trasera, que ni la lluvia puede extinguir.",0.5 m,6.2 kg,Chimpancé,Fuego,
391,Monferno,"Controla hábilmente la intensidad del fuego de su cola para mantener al enemigo a una distancia ideal.",0.9 m,22.0 kg,Juguetón,Fuego,Lucha
392,Infernape,"Su corona de fuego demuestra su naturaleza ígnea. Nadie le gana en velocidad.",1.2 m,55.0 kg,Llama,Fuego,Lucha
393,Piplup,"No le gusta que lo cuiden. Como no aprecia el apoyo de su Entrenador, le cuesta coger confianza con él.",0.4 m,5.2 kg,Pingüino,Agua,
394,Prinplup,"Vive solo, alejado de los demás. Cada uno piensa que es el más importante.",0.8 m,23.0 kg,Pingüino,Agua,
395,Empoleon,"Nada tan rápido como un fueraborda. Con los afilados bordes de sus alas puede cortar el hielo.",1.7 m,84.5 kg,Emperador,Agua,Acero
396,Starly,"Viaja en grandes bandadas. Aunque es pequeño, agita las alas con gran fuerza.",0.3 m,2.0 kg,Estornino,Normal,Volador
397,Staravia,"Vive siempre en grandes grupos y las disputas dentro de ellos son muy intensas.",0.6 m,15.5 kg,Estornino,Normal,Volador
398,Staraptor,"Sus alas y sus patas son muy fuertes. Puede llevarse volando Pokémon pequeños.",1.2 m,24.9 kg,Depredador,Normal,Volador
399,Bidoof,"Tiene nervios de acero y nada puede perturbarlo. Es más ágil y activo de lo que aparenta.",0.5 m,20.0 kg,Gran Ratón,Normal,
400,Bibarel,"Con sus incisivos roe ramas y raíces y las apila para construir sus madrigueras junto al río.",1.0 m,31.5 kg,Castor,Normal,Agua
401,Kricketot,"Hablan entre sí chocando las antenas. Los sonidos producidos son muy característicos.",0.3 m,2.2 kg,Grillo,Bicho,
402,Kricketune,"Cuando llora, cruza sus brazos con forma de cuchillo. Puede improvisar melodías.",1.0 m,25.5 kg,Grillo,Bicho,
403,Shinx,"La extensión y contracción de sus músculos genera electricidad. Brilla cuando está en peligro.",0.5 m,9.5 kg,Flash,Eléctrico,
404,Luxio,"Sus garras emiten electricidad que puede debilitar a sus rivales. Viven en grupos pequeños.",0.9 m,30.5 kg,Chispa,Eléctrico,
405,Luxray,"Cuando sus ojos brillan como el oro, puede ver presas escondidas, incluso detrás de un muro.",1.4 m,42.0 kg,Chispa Ojos,Eléctrico,
406,Budew,"Vive cerca de aguas cristalinas. Su cabello se abre y esparce polen cuando le bañan los rayos del sol.",0.2 m,1.2 kg,Brote,Planta,Veneno
407,Roserade,"Atrae a sus presas con una dulce fragancia y usa sus cepas venenosas para atenazarlas y acabar con ellas.",0.9 m,14.5 kg,Ramillete,Planta,Veneno
408,Cranidos,"Fue recreado a partir de un fósil con forma esférica. Derriba a las presas a cabezazos.",0.9 m,31.5 kg,Cabezazo,Roca,
409,Rampardos,"Tiene sesos pequeños porque su duro cráneo, que soporta cualquier golpe, les impide desarrollarse.",1.6 m,102.5 kg,Cabezazo,Roca,
410,Shieldon,"Se abrillanta la cara frotándola contra los árboles. Es vulnerable a los ataques por la espalda.",0.5 m,57.0 kg,Escudo,Roca,Acero
411,Bastiodon,"Se alineaban y creaban una barrera que ningún enemigo podía cruzar. Así protegían a sus crías.",1.3 m,149.5 kg,Escudo,Roca,Acero
412,Burmy,"Para protegerse de los vientos fríos invernales, se cubre con un caparazón de ramas y hojas.",0.2 m,3.4 kg,Larva,Bicho,Bicho
413,Wormadam,"Su apariencia varía según dónde evolucione. Los materiales que haya pasan a formar parte de su cuerpo.",0.5 m,6.5 kg,Larva,Bicho,Acero
414,Mothim,"Le encanta la miel de las flores y roba la que recoge Combee.",0.9 m,23.3 kg,Polilla,Bicho,Volador
415,Combee,"El trío se forma al nacer y se pasa la vida recogiendo miel de las flores para satisfacer a Vespiquen.",0.3 m,5.5 kg,Abejita,Bicho,Volador
416,Vespiquen,"Cría larvas en los panales de su cuerpo. Segrega diversas feromonas de su cuerpo con las cuales controla a sus crías.",1.2 m,38.5 kg,Colmena,Bicho,Volador
417,Pachirisu,"Crea bolas de pelo que crepitan con electricidad estática. Las almacena en agujeros de árboles.",0.4 m,3.9 kg,Ardillalec,Eléctrico,
418,Buizel,"Nada rotando sus dos colas a modo de tornillo. Cuando bucea, el flotador se pliega.",0.7 m,29.5 kg,Nutria Mar.,Agua,
419,Floatzel,"Nada gracias a su flotador. Ayuda en los rescates de gente que se está ahogando.",1.1 m,33.5 kg,Nutria Mar.,Agua,
420,Cherubi,"Bajo la luz solar es rojo. La esfera pequeña pierde sus nutrientes y se seca para anunciar la evolución.",0.4 m,3.3 kg,Cereza,Planta,
421,Cherrim,"Cuando los rayos de sol inundan su capullo, abre de par en par sus pétalos y se vuelve muy dinámico.",0.5 m,9.3 kg,Floración,Planta,Planta
422,Shellos,"No hay que apretarle muy fuerte, ya que, si lo haces, secreta un misterioso fluido morado.",0.3 m,6.3 kg,Babosa Mar.,Agua,Agua
423,Gastrodon,"Si se ve amenazado por sus enemigos naturales, segrega un líquido morado y huye rápidamente.",0.9 m,29.9 kg,Babosa Mar.,Agua,Tierra
424,Ambipom,"Habitan en grandes colonias y forman anillos uniendo sus colas, aparentemente en signo de amistad.",1.2 m,20.3 kg,Cola Larga,Normal,
425,Drifloon,"Está formado por los espíritus de personas y Pokémon. Le encantan las estaciones húmedas.",0.4 m,1.2 kg,Globo,Fantasma,Volador
426,Drifblim,"Transporta a gente y a Pokémon volando, pero, como se deja llevar, puede acabar en cualquier sitio.",1.2 m,15.0 kg,Dirigible,Fantasma,Volador
427,Buneary,"Lleva las orejas enrolladas. Cuando las extiende, golpea con tal fuerza que incluso puede romper rocas.",0.4 m,5.5 kg,Conejo,Normal,
428,Lopunny,"Este Pokémon resulta muy precavido. Si siente peligro, escapa corriendo a grandes saltos.",1.3 m,28.3 kg,Conejo,Normal,Lucha
429,Mismagius,"Recita cánticos. Algunos de ellos atormentan a sus rivales, mientras que otros producen felicidad.",0.9 m,4.4 kg,Mágico,Fantasma,
430,Honchkrow,"Si uno lanza un grito profundo, los demás acuden. Por eso se le llama también Invocador de la Noche.",0.9 m,27.3 kg,Gran Jefe,Siniestro,Volador
431,Glameow,"Araña cuando está enfadado y ronronea cuando está cariñoso. Su imprevisibilidad es famosa.",0.5 m,3.9 kg,Gastuto,Normal,
432,Purugly,"Si se siente a gusto, no tiene ningún reparo en apropiarse de las moradas de otros Pokémon.",1.0 m,43.8 kg,Tigre Gato,Normal,
433,Chingling,"Emite un tintineo cada vez que salta. Ensordece a sus rivales con sonidos de alta frecuencia.",0.2 m,0.6 kg,Campana,Psíquico,
434,Stunky,"Expulsa un fluido maloliente por sus cuartos traseros. El hedor repele Pokémon en un radio de 2 km.",0.4 m,19.2 kg,Mofeta,Veneno,Siniestro
435,Skuntank,"Para atacar, emite un fluido maloliente por la punta de su cola que puede llegar a más de 50 m.",1.0 m,38.0 kg,Mofeta,Veneno,Siniestro
436,Bronzor,"Antaño se creía que en los dibujos de su parte posterior residía una fuerza misteriosa.",0.5 m,60.5 kg,Bronce,Acero,Psíquico
437,Bronzong,"Desde antaño se adora a este Pokémon para que propicie lluvias abundantes. A veces se esconde bajo tierra.",1.3 m,187.0 kg,Cam. Bronce,Acero,Psíquico
438,Bonsly,"Prefiere entornos áridos. Sus ojos expulsan agua para ajustar los niveles de fluido corporal.",0.5 m,15.0 kg,Bonsái,Roca,
439,Mime Jr.,"Desconcierta a sus rivales imitando sus movimientos a la perfección y aprovecha para darse a la fuga.",0.6 m,13.0 kg,Mimo,Psíquico,Hada
440,Happiny,"Les da a sus amigos una roca con forma de huevo que transporta en la bolsa de su panza.",0.6 m,24.4 kg,Casita,Normal,
441,Chatot,"Imita los sonidos de sus rivales, haciéndoles creer que son amigos e impidiendo que le ataquen.",0.5 m,1.9 kg,Corchea,Normal,Volador
442,Spiritomb,"Se formó a partir de 108 espíritus. Está unido a la fisura de una piedra angular mística.",1.0 m,108.0 kg,Prohibido,Fantasma,Siniestro
443,Gible,"Vive en agujeros en las cuevas, al amparo del calor geotérmico. Si se acerca un enemigo, le muerde.",0.7 m,20.5 kg,Terrascualo,Dragón,Tierra
444,Gabite,"Le gustan las cosas brillantes. Busca tesoros en cuevas y se lleva el botín a su nido.",1.4 m,56.0 kg,Cueva,Dragón,Tierra
445,Garchomp,"Cuando despliega su cuerpo y sus alas, parece un avión a reacción. Vuela a velocidad sónica.",1.9 m,95.0 kg,Mach,Dragón,Tierra
446,Munchlax,"Esconde comida bajo el largo pelo de su cuerpo, pero más tarde lo olvida.",0.6 m,105.0 kg,Comilón,Normal,
447,Riolu,"Se comunica con los suyos mediante la emisión de unas ondas que cambian de forma en función de los sentimientos.",0.7 m,20.2 kg,Emanación,Lucha,
448,Lucario,"Puede leer los pensamientos y movimientos de su adversario a través de su aura.",1.3 m,57.5 kg,Aura,Lucha,Acero
449,Hippopotas,"Vive en zonas áridas. En lugar de sudar, su cuerpo expulsa granos de arena.",0.8 m,49.5 kg,Hipo,Tierra,
450,Hippowdon,"Hace gala de su fuerza abriendo su enorme boca. Para atacar levanta gran cantidad de arena.",2.0 m,300.0 kg,Peso Pesado,Tierra,
451,Skorupi,"Agarra a sus presas con las pinzas de la cola y les inyecta veneno. Espera hasta que hace efecto.",0.8 m,12.0 kg,Escorpión,Veneno,Bicho
452,Drapion,"Aunque sabe que puede aplastar al rival con su gran fuerza, le gusta dar el golpe de gracia con su virulento veneno.",1.3 m,61.5 kg,Escorpiogro,Veneno,Siniestro
453,Croagunk,"Tiene bolsas venenosas en las mejillas. Pilla desprevenidos a sus rivales para pincharles.",0.7 m,23.0 kg,Boca Tóxica,Veneno,Lucha
454,Toxicroak,"Almacena veneno en una bolsa de la garganta. Cuando croa, este se agita para lograr mayor potencia.",1.3 m,44.4 kg,Boca Tóxica,Veneno,Lucha
455,Carnivine,"Atrae a sus presas con saliva de olor dulce y las mastica. Tarda todo un día en comérselas.",1.4 m,27.0 kg,Caza Bichos,Planta,
456,Finneon,"La línea que le recorre el costado puede almacenar luz solar. Brilla con mucha fuerza por la noche.",0.4 m,7.0 kg,Pez Ala,Agua,
457,Lumineon,"Vive en las profundidades marinas. Atrae a sus presas con parpadeos del dibujo de sus cuatro aletas.",1.2 m,24.0 kg,Neón,Agua,
458,Mantyke,"Los símbolos de su espalda cambian según la región. A veces se mezcla con bancos de Remoraid y nada junto a ellos.",1.0 m,65.0 kg,Milano,Agua,Volador
459,Snover,"En las estaciones frías baja al pie de la montaña, pero regresa a las cimas nevadas en primavera.",1.0 m,50.5 kg,Árbol Nieve,Planta,Hielo
460,Abomasnow,"Genera ventiscas con las que cubre de nieve grandes áreas. Se le llama el Monstruo de Hielo.",2.7 m,185.0 kg,Árbol Nieve,Planta,Hielo
461,Weavile,"Vive en zonas nevadas. Deja marcas en los árboles con sus garras para comunicarse con sus compañeros.",1.1 m,34.0 kg,Garra Filo,Siniestro,Hielo
462,Magnezone,"Emiten campos magnéticos tan potentes que se atraen entre sí e incluso pueden llegar a inmovilizarse.",1.2 m,180.0 kg,Magnético,Eléctrico,Acero
463,Lickilicky,"Agarra cosas con su lengua extensible. Si te acercas mucho, te deja lleno de babas.",1.7 m,140.0 kg,Lametazo,Normal,
464,Rhyperior,"Lanza Geodude por los agujeros de las manos. Gracias a Protector resiste erupciones volcánicas.",2.4 m,282.8 kg,Taladro,Tierra,Roca
465,Tangrowth,"Atrapa a su presa desplegando las ramas de sus brazos, que no le importa perder ante depredadores.",2.0 m,128.6 kg,Enredadera,Planta,
466,Electivire,"Al almacenar mucha electricidad, desprende chispas de una claridad increíble entre sus dos cuernos.",1.8 m,138.6 kg,Rayo,Eléctrico,
467,Magmortar,"Sus brazos disparan bolas de fuego de más de 2000 °C. Vive en cráteres volcánicos.",1.6 m,68.0 kg,Explosión,Fuego,
468,Togekiss,"Se dice que aparece en zonas pacíficas y las bendice con sus dones.",1.5 m,38.0 kg,Festejo,Hada,Volador
469,Yanmega,"Su técnica favorita consiste en volar a gran velocidad y despedazar con su mandíbula a su oponente en un instante.",1.9 m,51.5 kg,Libélula,Bicho,Volador
470,Leafeon,"En días soleados duerme y hace la fotosíntesis, emitiendo aire puro a su alrededor.",1.0 m,25.5 kg,Verdor,Planta,
471,Glaceon,"Controla su temperatura corporal para congelar el ambiente y causar ráfagas de nieve en polvo.",0.8 m,25.9 kg,Nieve Fresca,Hielo,
472,Gliscor,"Espera a sus presas colgado de una rama bocabajo. Cuando llega su oportunidad, se lanza en picado.",2.0 m,42.5 kg,Colmicorpio,Tierra,Volador
473,Mamoswine,"Ya existía en la antigüedad. Se encontró uno bajo hielo de hace más de 10 000 años.",2.5 m,291.0 kg,Doscolmillos,Hielo,Tierra
474,Porygon-Z,"Se le instaló un software para mejorarlo. Sin embargo, comenzó a comportarse de manera extraña.",0.9 m,34.0 kg,Virtual,Normal,
475,Gallade,"Puede presentir los movimientos de sus rivales y por eso ataca siempre antes que ellos.",1.6 m,56.4 kg,Cuchilla,Psíquico,Lucha
476,Probopass,"Emana un fuerte magnetismo. Controla tres pequeñas unidades llamadas mininarices.",1.4 m,340.0 kg,Brújula,Roca,Acero
477,Dusknoir,"Se dice que recoge en su cuerpo flexible a los espíritus extraviados y los guía hasta casa.",2.2 m,106.6 kg,Grilletes,Fantasma,
478,Froslass,"Congela a sus enemigos con un aliento gélido de -50 °C. Su cuerpo está hueco.",1.3 m,26.6 kg,Tierra Fría,Hielo,Fantasma
479,Rotom,"Desde hace mucho tiempo se estudia su singular motor como fuente de energía motriz.",0.3 m,0.3 kg,Plasma,Eléctrico,Planta
480,Uxie,"Se le conoce como el Ser de la Sabiduría. Se dice que puede borrar la memoria con una mirada.",0.3 m,0.3 kg,Sabiduría,Psíquico,
481,Mesprit,"Se le conoce como el Ser de la Emoción. Enseñó a los humanos la nobleza del dolor y la alegría.",0.3 m,0.3 kg,Sensorio,Psíquico,
482,Azelf,"Se le conoce como el Ser de la Voluntad. Duerme en el fondo de un lago para equilibrar el mundo.",0.3 m,0.3 kg,Voluntad,Psíquico,
483,Dialga,"Un Pokémon de leyenda. Se dice que el tiempo comenzó a avanzar cuando Dialga nació.",5.4 m,683.0 kg,Temporal,Acero,Dragón
484,Palkia,"Se dice que vive en una dimensión espacial paralela. Aparece en la mitología.",4.2 m,336.0 kg,Espacial,Agua,Dragón
485,Heatran,"Habita cuevas volcánicas. Cava con sus pies en forma de cruz para trepar por techos y paredes.",1.7 m,430.0 kg,Domo Lava,Fuego,Acero
486,Regigigas,"Se dice que usó rocas, magma y un hielo especial de montaña para crear Pokémon con su aspecto.",3.7 m,420.0 kg,Colosal,Normal,
487,Giratina,"Vive en el Mundo Distorsión, un mundo opuesto al nuestro y cuyas leyes desafían el sentido común.",6.9 m,650.0 kg,Renegado,Fantasma,Dragón
488,Cresselia,"Sus alas emiten un velo de partículas brillantes. Se dice que representa un cuarto lunar.",1.5 m,85.6 kg,Lunar,Psíquico,
489,Phione,"Si sube la temperatura del mar, infla el flotador de su cabeza y flota en grupo en la superficie.",0.4 m,3.1 kg,Marino,Agua,
490,Manaphy,"Nace con un maravilloso poder que le permite establecer vínculos con cualquier tipo de Pokémon.",0.3 m,1.4 kg,Náutico,Agua,
491,Darkrai,"Defiende su territorio de personas y Pokémon haciéndoles dormir y provocándoles pesadillas.",1.5 m,50.5 kg,Oscuridad,Siniestro,
492,Shaymin,"Puede disolver las toxinas del aire para transformar tierra yerma en campos de flores.",0.4 m,5.2 kg,Gratitud,Planta,Volador
493,Arceus,"Según la mitología de Sinnoh, Arceus surgió de un huevo y después creó todo el mundo.",3.2 m,320.0 kg,Alfa,Normal,Hada
494,Victini,"Pokémon que atrae la victoria. Dicen que el Entrenador que lo lleve saldrá vencedor de cualquier batalla.",0.4 m,4.0 kg,Victoria,Psíquico,Fuego
495,Snivy,"Cuando recibe los rayos de sol, se mueve mucho más rápido que de costumbre. Usa mejor sus lianas que sus manos.",0.6 m,8.1 kg,Serp. Hierba,Planta,
496,Servine,"Parece que se desliza al correr. Engaña a sus rivales con su velocidad y los fustiga con su látigo.",0.8 m,16.0 kg,Serp. Hierba,Planta,
497,Serperior,"Tan solo muestra su verdadero poder a quienes no se amedrentan ante su noble pero inquisitoria mirada.",3.3 m,63.0 kg,Realeza,Planta,
498,Tepig,"Evita con agilidad los ataques enemigos. Lanza bolas de fuego por su hocico y tuesta bayas del bosque para comer.",0.5 m,9.9 kg,Cerdo Fuego,Fuego,
499,Pignite,"Cuanto más come, más combustible tiene en su interior para avivar sus llamas, con lo que también aumenta su poder.",1.0 m,55.5 kg,Cerdo Fuego,Fuego,Lucha
500,Emboar,"Calienta sus puños con las llamas de su barbilla para propinar puñetazos ardientes. Es muy fiel a sus compañeros.",1.6 m,150.0 kg,Cerdo Ígneo,Fuego,Lucha
501,Oshawott,"La vieira de su ombligo no solo sirve como arma, sino también como instrumento para cortar las bayas que estén duras.",0.5 m,5.9 kg,Nutria,Agua,
502,Dewott,"Gran espadachín. Utiliza sus dos vieiras con soltura al ejecutar las técnicas que aprende con una disciplina espartana.",0.8 m,24.5 kg,Superación,Agua,
503,Samurott,"En un abrir y cerrar de ojos, puede desenvainar y envainar los sables que hay en sus patas delanteras.",1.5 m,94.6 kg,Majestuoso,Agua,
504,Patrat,"Almacena víveres en unas bolsas en sus mofletes y vigila durante días. Hace señales con la cola a sus compañeros.",0.5 m,11.6 kg,Explorador,Normal,
505,Watchog,"Los componentes luminiscentes de su interior hacen que sus ojos y su cuerpo brillen, y así intimida a sus rivales.",1.1 m,27.0 kg,Alerta,Normal,
506,Lillipup,"Los mechones que cubren su cara actúan como un magnífico radar para detectar con precisión lo que hay a su alrededor.",0.4 m,4.1 kg,Perrito,Normal,
507,Herdier,"Este Pokémon es muy leal. No solo ayuda a Entrenadores, sino que también se preocupa por otros Pokémon.",0.9 m,14.7 kg,Leal,Normal,
508,Stoutland,"Socorre a humanos perdidos en montañas azotadas por ventiscas. Su largo pelaje le protege del frío.",1.2 m,61.0 kg,Magnánimo,Normal,
509,Purrloin,"Distrae a su oponente con movimientos gráciles y sustrae sus pertenencias. Cuando se enfada, ataca con las garras.",0.4 m,10.1 kg,Malicioso,Siniestro,
510,Liepard,"Su bella y grácil silueta le viene dada por su desarrollada musculatura, que le permite andar de noche sin hacer ruido.",1.1 m,37.5 kg,Calculador,Siniestro,
511,Pansage,"Comparte las hojas de su cabeza con Pokémon agotados. Posee la facultad de aliviar el cansancio.",0.6 m,10.5 kg,Mono Hierba,Planta,
512,Simisage,"Ataca estampando las espinas de su cola en el enemigo. Es un Pokémon con mucho temperamento.",1.1 m,30.5 kg,Mono Pincho,Planta,
513,Pansear,"Pokémon muy inteligente que tiene la costumbre de tostar las bayas antes de comérselas. Ayuda mucho a los humanos.",0.6 m,11.0 kg,Ardiente,Fuego,
514,Simisear,"Achicharra a sus enemigos desprendiendo llamas por la cola y la cabeza, fruto de su desmesurado calor interno.",1.0 m,28.0 kg,Lumbre,Fuego,
515,Panpour,"El agua acumulada en su mata de pelo es rica en nutrientes. Usa su cola para regar plantas con esa misma agua.",0.6 m,13.5 kg,Salpicadura,Agua,
516,Simipour,"Cuando lanza agua a alta presión con su cola, puede incluso resquebrajar una pared de cemento.",1.0 m,29.0 kg,Drenaje,Agua,
517,Munna,"Cuando un humano o un Pokémon sufre una pesadilla, Munna se aparece ante ellos y la engulle.",0.6 m,23.3 kg,Comesueños,Psíquico,
518,Musharna,"Multitud de sueños de humanos y Pokémon se encuentran atrapados en el humo que despide por su frente.",1.1 m,60.5 kg,Duermevela,Psíquico,
519,Pidove,"Es un Pokémon muy despistado. Aunque reciba órdenes de su Entrenador, se le olvidan, y se queda esperando.",0.3 m,2.1 kg,Pichón,Normal,Volador
520,Tranquill,"Según los rumores, en lo más profundo del bosque donde mora Tranquill, hay un mundo pacífico y exento de luchas.",0.6 m,15.0 kg,Torcaz,Normal,Volador
521,Unfezant,"El macho amenaza al enemigo meciendo el adorno de su cabeza. Al volar, la hembra es mucho más diestra que el macho.",1.2 m,29.0 kg,Altanero,Normal,Volador
522,Blitzle,"Aparece cuando nubes envueltas en rayos encapotan el cielo. Atrapa rayos con su crin y almacena electricidad.",0.8 m,29.8 kg,Electrizado,Eléctrico,
523,Zebstrika,"Es un Pokémon con mucho temperamento. Cuando se enoja, lanza rayos desde su crin en todas direcciones.",1.6 m,79.5 kg,Rayo,Eléctrico,
524,Roggenrola,"Su oreja tiene forma hexagonal. Su cuerpo fue comprimido bajo tierra. Por eso, es duro como el acero.",0.4 m,18.0 kg,Manto,Roca,
525,Boldore,"La energía que no puede contener en el interior de su cuerpo se escapa formando cristales naranjas.",0.9 m,102.0 kg,Mineral,Roca,
526,Gigalith,"Absorbe los rayos solares, procesa esa energía en su núcleo y lanza poderosas bolas de luz a sus enemigos.",1.7 m,260.0 kg,Presurizado,Roca,
527,Woobat,"Vive en bosques oscuros y cavernas. Emite ultrasonidos por la nariz para saber todo lo que pasa a su alrededor.",0.4 m,2.1 kg,Murciélago,Psíquico,Volador
528,Swoobat,"Cuando emite ondas ultrasónicas, que incluso pueden reventar el cemento, agita su cola con vehemencia.",0.9 m,10.5 kg,Galante,Psíquico,Volador
529,Drilbur,"Cuando junta las garras y comienza a dar vueltas frenéticas, avanza bajo tierra a gran velocidad.",0.3 m,8.5 kg,Topo,Tierra,
530,Excadrill,"Su taladro ha evolucionado y es capaz de atravesar una lámina de hierro. Es muy útil para construir túneles.",0.7 m,40.4 kg,Subterráneo,Tierra,Acero
531,Audino,"Con las antenas de sus oídos, perciben el estado de un rival o predicen cuándo va a eclosionar un Huevo Pokémon.",1.5 m,32.0 kg,Escucha,Normal,Hada
532,Timburr,"Siempre lleva vigas de madera. Normalmente ayuda en obras de construcción.",0.6 m,12.5 kg,Musculoso,Lucha,
533,Gurdurr,"Gracias a su entrenada musculatura, puede blandir vigas de acero sin problema para así derribar edificios enteros.",1.2 m,40.0 kg,Musculoso,Lucha,
534,Conkeldurr,"Se cree que Conkeldurr enseñó a los humanos la técnica para elaborar cemento hace más de 2000 años.",1.4 m,87.0 kg,Musculoso,Lucha,
535,Tympole,"Emite sonidos imperceptibles para los humanos con la vibración de sus mejillas y advierte de algún peligro a los suyos.",0.5 m,4.5 kg,Renacuajo,Agua,
536,Palpitoad,"Cuando hace vibrar el bulto de su cabeza, no solo se embravece el mar, sino que la tierra también tiembla.",0.8 m,17.0 kg,Vibrante,Agua,Tierra
537,Seismitoad,"Aumenta la potencia de sus puñetazos haciendo vibrar sus puños. Es capaz de quebrar una roca de un solo golpe.",1.5 m,62.0 kg,Vibrante,Agua,Tierra
538,Throh,"Aumenta su potencia si se aprieta el cinturón. Un Throh salvaje teje su propio cinturón usando lianas.",1.3 m,55.5 kg,Judo,Lucha,
539,Sawk,"Para lograr dominar las técnicas de kárate más letales, se retiran a las montañas y entrenan día y noche.",1.4 m,51.0 kg,Kárate,Lucha,
540,Sewaddle,"Recorta hojas y las teje con el líquido viscoso que segrega por la boca para hacerse su propia ropa.",0.3 m,2.5 kg,Sastre,Bicho,Planta
541,Swadloon,"La vegetación abunda en los bosques que habita. Este Pokémon transforma las hojas caídas en nutrientes.",0.5 m,7.3 kg,Arropado,Bicho,Planta
